filename,width,height,class,xmin,ymin,xmax,ymax
chrome_hiKoFOpWOR_png.rf.97bbebd4f89319d3eace2566ded76125.jpg,184,233,green_light,30,8,86,154
chrome_iYJcaqgqs7_png.rf.97a0ec61cf9978184ee3fb15ec7d3392.jpg,389,257,green_light,290,24,361,195
chrome_XXXIK9WoaX_png.rf.982a77f404f45de61e03e72581d76d74.jpg,1170,771,bus,398,139,782,563
chrome_e1DRYCuk6r_png.rf.98b893677a100079196fc022f120c953.jpg,876,494,yellow_light,374,0,685,494
583b5557b7791198_jpg.rf.98d1d3858ad5fed404c210ab140ee5f3.jpg,1024,682,motorcycle,164,194,764,566
583b5557b7791198_jpg.rf.98d1d3858ad5fed404c210ab140ee5f3.jpg,1024,682,car,0,108,313,353
583b5557b7791198_jpg.rf.98d1d3858ad5fed404c210ab140ee5f3.jpg,1024,682,car,201,137,703,315
583b5557b7791198_jpg.rf.98d1d3858ad5fed404c210ab140ee5f3.jpg,1024,682,car,860,173,1024,398
583b5557b7791198_jpg.rf.98d1d3858ad5fed404c210ab140ee5f3.jpg,1024,682,car,607,134,963,308
774cd7c2b82edb24_jpg.rf.98545a243a3717a27f1a0ac9c80d3320.jpg,640,370,red_light,519,77,578,222
396bc4df31a5b217_jpg.rf.404f9f93c658b820ae3a4e1fefa53a59.jpg,640,471,red_light,403,271,432,365
396bc4df31a5b217_jpg.rf.404f9f93c658b820ae3a4e1fefa53a59.jpg,640,471,red_light,122,378,147,426
396bc4df31a5b217_jpg.rf.404f9f93c658b820ae3a4e1fefa53a59.jpg,640,471,red_light,42,408,60,442
396bc4df31a5b217_jpg.rf.404f9f93c658b820ae3a4e1fefa53a59.jpg,640,471,red_light,22,417,42,449
chrome_Zb4aakWd5y_png.rf.3f138ad7f6fddd509b435bf6f46260ca.jpg,403,223,red_light,155,39,209,168
chrome_MivX7qzrxT_png_jpg.rf.401d29a4748a7166327eff0e2e9e5bb0.jpg,639,337,yellow_light,221,89,242,135
chrome_MivX7qzrxT_png_jpg.rf.401d29a4748a7166327eff0e2e9e5bb0.jpg,639,337,yellow_light,503,282,522,332
a418430de18a3aa9_jpg.rf.3e7d280c4397bfaedff67b0b45076c2d.jpg,1024,768,van,0,365,118,481
a418430de18a3aa9_jpg.rf.3e7d280c4397bfaedff67b0b45076c2d.jpg,1024,768,car,126,383,299,489
c34500ad4cd6a3b9_jpg.rf.41b9a0b6c0c17bc7c73bcb6b72953322.jpg,1024,1024,van,498,702,1024,924
531f88b3c2f0fc17_jpg.rf.4135b46413a8262510d2b2b0e38134b9.jpg,1024,576,van,38,67,913,467
531f88b3c2f0fc17_jpg.rf.4135b46413a8262510d2b2b0e38134b9.jpg,1024,576,van,140,11,466,155
06a45ac331acc9e9_jpg.rf.408b16db9a013add774854433806d7ba.jpg,1024,768,motorcycle,179,381,403,543
06a45ac331acc9e9_jpg.rf.408b16db9a013add774854433806d7ba.jpg,1024,768,car,346,369,659,489
003df8cf2effae50_jpg.rf.40d4d073eb1a40845f68e872010f0e48.jpg,1024,768,van,151,292,796,616
13ebf9b08793f245_jpg.rf.3fe9403205ff07f419e1c919dc2a36fc.jpg,1024,628,motorcycle,398,195,790,415
607612d7f68d8ffe_jpg.rf.3dfad433009f83fec96809b4fac23676.jpg,1024,764,van,489,63,686,149
607612d7f68d8ffe_jpg.rf.3dfad433009f83fec96809b4fac23676.jpg,1024,764,car,226,93,307,152
TrafficLights_jpg.rf.3dd726dd7fe6ab30fcaaa56dfe149c2e.jpg,416,416,red_light,87,134,109,251
TrafficLights_jpg.rf.3dd726dd7fe6ab30fcaaa56dfe149c2e.jpg,416,416,green_light,260,148,283,268
00e4c411fbf28fe1_jpg.rf.400e4a91a7d665b53665d63dc1c321af.jpg,1024,683,van,749,264,1024,550
8e2208ff8d5449bf_jpg.rf.40018e9fbfa0822e807b6bc195ae7c3b.jpg,1024,608,motorcycle,122,382,458,564
IMG_0794_JPG.rf.408019443c720012e6935377c1d38baa.jpg,4000,3000,yellow_light,1311,226,2454,2773
6248316e5c7aca62_jpg.rf.40e39878c72ce3f9ec1d827e4c18d1a6.jpg,1024,806,bus,56,1,1015,806
6248316e5c7aca62_jpg.rf.40e39878c72ce3f9ec1d827e4c18d1a6.jpg,1024,806,bus,4,732,69,786

65c0e0063b710cd4_jpg.rf.3e67b656885e4749b5624f799f58c21d.jpg,1024,1024,motorcycle,70,369,933,964
D_S_maxresdefault7_jpg.rf.3e810b2f3117abe735225426ab102052.jpg,1280,720,truck,310,89,1272,713
d9d9673288ee6aa5_jpg.rf.3ed8451bd4e58a783791be7a03b0d51e.jpg,640,449,red_light,326,149,360,248
chrome_qtwjHZZzt2_png.rf.3e72b7c777802bebb941ee2bcc7789f9.jpg,673,754,truck,17,297,590,698
chrome_qtwjHZZzt2_png.rf.3e72b7c777802bebb941ee2bcc7789f9.jpg,673,754,truck,623,473,659,520
chrome_n0VNYfQPZb_png.rf.40ea68f7a32dd74655786ea191a5af3a.jpg,284,464,bus,69,140,257,304
chrome_1JVg7IWOEu_png.rf.4092d68ff6016a4bd01fa58f35f97866.jpg,524,789,green_light,38,11,353,766
25bc06de57867321_jpg.rf.3fedc79decbf9b9319b5f506894aa219.jpg,1024,683,motorcycle,172,6,690,668
chrome_naffe4Nfy1_png.rf.3e8226a64639a7fd1eccdf43b76a6d24.jpg,432,290,red_light,256,66,318,244
WhatsApp-Image-2023-05-11-at-20-09-12-3-_jpeg.rf.412fcd723dc5148e8409e26492e1f7f9.jpg,1207,2000,yellow_light,853,1240,1018,1593
depositphotos_5876631-stock-photo-oil-transporting-lorry-on-the_jpg.rf.41c9c3bead925b46e7e20906bb804779.jpg,1023,689,truck,290,219,825,504
89e1d27b0c0129e1_jpg.rf.41d62e6170c76a4409e8ec7f34486e62.jpg,1024,683,bus,244,77,881,604
a42d1f95de866e91_jpg.rf.426b92f4da5d5f0f3bcc30cd3104258a.jpg,1024,683,van,140,56,929,604
IMG_0798_JPG.rf.41f0051233204397e94a459d9f8ca724.jpg,4000,3000,yellow_light,1071,31,2110,2217
tflight_001036_jpg.rf.429d403b1b192acb9138fcca76197aa3.jpg,640,640,yellow_light,253,298,354,580
2d4b51d3dfbbb702_jpg.rf.42c1161dc5c069f76d2862bd3331461a.jpg,1024,768,motorcycle,386,296,833,768
7f0e485b632a4dbd_jpg.rf.42dbe453827222c2907485bcf93f9f43.jpg,1024,755,bus,372,182,862,682
7f0e485b632a4dbd_jpg.rf.42dbe453827222c2907485bcf93f9f43.jpg,1024,755,car,93,512,387,699
7f0e485b632a4dbd_jpg.rf.42dbe453827222c2907485bcf93f9f43.jpg,1024,755,car,882,489,1024,709
-43FD1935-9479-4C6E-9743-BF2673E914F6-png_jpg.rf.42e67889134147545be8f3c6aa836945.jpg,640,640,car,108,15,551,513
c2fa10c6dace6b83_jpg.rf.4301ce735d713582be4fb700afca7e7e.jpg,148,640,red_light,52,336,65,369
c2fa10c6dace6b83_jpg.rf.4301ce735d713582be4fb700afca7e7e.jpg,148,640,red_light,125,353,136,381
67c5ee4f719caf80_jpg.rf.432a6fd9ec201cc20d31d174f658b6fb.jpg,1024,768,motorcycle,0,488,326,767
8b1f22002ab794d5_jpg.rf.4322b44979759a63fc63db3549472544.jpg,1024,717,red_light,464,195,501,277
db1b3a0aafad0414_jpg.rf.4352c11c9596773377527633f52fb4e2.jpg,1024,768,van,587,567,719,657
db1b3a0aafad0414_jpg.rf.4352c11c9596773377527633f52fb4e2.jpg,1024,768,van,708,548,808,633
Screenshot-2023-03-15-222211_png_jpg.rf.435d440c04b3c147b69e5ba01cdd85a2.jpg,640,640,green_light,201,23,416,533
chrome_7VE0iustNy_png.rf.4358ff69cd3a90cc2712c1b47814e801.jpg,310,659,bus,42,265,234,448
00000143_jpg.rf.435058b82e17a91d1c21c31e24b86ca3.jpg,1600,1156,truck,3,283,1138,1012
8d092724550bae04_jpg.rf.43a39e5619a528d52dbbba8e5c1ed6dc.jpg,1024,768,van,522,240,750,421
IMG_0780-2-_JPG.rf.43a647e4eb1a6fb851e2a8f5bca16b58.jpg,3430,2999,yellow_light,1410,1718,1718,2444
chrome_vATrOkMuUI_png.rf.43a787b81c067838874c60f52e442436.jpg,345,231,green_light,153,64,187,141
chrome_vATrOkMuUI_png.rf.43a787b81c067838874c60f52e442436.jpg,345,231,green_light,231,73,270,150
chrome_rPlfkGYW3C_png.rf.43c22ac313f43fe9268c7f6573d53bb9.jpg,615,434,yellow_light,272,218,312,316
b1175ce738c1735a_jpg.rf.43bee8ebf15aabe8d6f11e634ef3cd0c.jpg,1024,768,van,0,101,946,743
chrome_IQce9LKQim_png_jpg.rf.43e8649500061dd96d0767293d55e8b0.jpg,347,640,green_light,88,0,169,275
chrome_IQce9LKQim_png_jpg.rf.43e8649500061dd96d0767293d55e8b0.jpg,347,640,green_light,114,440,134,530
traffic-light-378-_jpg.rf.43d355114a7c1cf057600ebc5566edd8.jpg,524,640,red_light,100,292,167,433
traffic-light-378-_jpg.rf.43d355114a7c1cf057600ebc5566edd8.jpg,524,640,red_light,479,33,523,136
chrome_ZisJiAbiaw_png.rf.43f0d3e61bbc0778b56c9474b0a6352a.jpg,152,234,truck,40,34,105,135
chrome_dueezkUeeS_png.rf.43edf3bb36bc8aaeba5e7506c08138a0.jpg,960,763,bus,129,115,749,575
216bde1bd0c36ffc_jpg.rf.43ff3287b3b22d529b3d1a19907ccd47.jpg,1024,768,van,630,213,1024,768
images-2022-07-29T180432-600_jpeg.rf.4438b9b5dea58a5d6bcd55dc33c0a5ec.jpg,313,161,truck,55,40,256,140
008d12bb171b1f25_jpg.rf.4412d660374bbf13df8dd1f84fdb11d1.jpg,1024,678,motorcycle,37,38,970,592
chrome_RtqUryeQL8_png.rf.448c35514b7d8dbb475ef5b49713ba3a.jpg,508,240,van,20,7,190,138
reparacion-de-ripio-con-un-camion-volquete-en-los-bosques-de-las-zonas-montanosas-del-norte-en-invierno-ma4cxc_jpeg.rf.447f02710f345473c98ecca90d090f38.jpg,450,320,truck,266,74,450,294
chrome_UOhWVSN45p_png.rf.44c5f54861a0c9aac24cd0a3ba082fb5.jpg,197,268,yellow_light,69,69,144,226
ad-assets-2F17828-5812AIS01-2Ffield_jpg.rf.449a470d7cf14a2f1bb433880ec775c6.jpg,640,640,truck,53,17,575,601
eb782a03f92249e3_jpg.rf.44c65ede39042be5990079b321639b23.jpg,1024,683,bus,669,226,1024,528
chrome_257mqxf66N_png.rf.4502181ab1c19126445f01f8c17b2dd1.jpg,345,229,green_light,137,63,192,208
869b72ad5388b0a8_jpg.rf.44f321d9ae8a5775d4b6449e1d3419c9.jpg,1024,612,motorcycle,362,263,639,411
Screen-Shot-2022-04-13-at-11-24-21-PM_png_jpg.rf.450222cfe7408b495d0390880ac268fe.jpg,416,416,car,97,78,326,237
36862a227dfbbf4f_jpg.rf.457c57861bbb1a0268f25c3bbd4fee71.jpg,196,634,green_light,61,0,145,175
chrome_x33SWHrPR3_png.rf.4546cc07d2e1d1bb01b9392e635b7b95.jpg,509,227,truck,312,0,497,180
chrome_x33SWHrPR3_png.rf.4546cc07d2e1d1bb01b9392e635b7b95.jpg,509,227,truck,229,72,273,136
IMG_0827_JPG.rf.44d4d4a492eb3a0e355772055e750b39.jpg,4000,3000,yellow_light,1940,1417,2173,1960
00000160-2-_jpg.rf.45568dbd94648a7c96f868a5c4bdbb8f.jpg,730,429,truck,81,158,396,361
00000160-2-_jpg.rf.45568dbd94648a7c96f868a5c4bdbb8f.jpg,730,429,truck,479,124,642,316
82ce37b3d30e9eda_jpg.rf.459a5998f07cbcdf7bd090a1acb20ac3.jpg,639,401,green_light,123,294,138,361
82ce37b3d30e9eda_jpg.rf.459a5998f07cbcdf7bd090a1acb20ac3.jpg,639,401,green_light,208,355,220,396
82ce37b3d30e9eda_jpg.rf.459a5998f07cbcdf7bd090a1acb20ac3.jpg,639,401,green_light,623,297,639,364
82ce37b3d30e9eda_jpg.rf.459a5998f07cbcdf7bd090a1acb20ac3.jpg,639,401,green_light,312,235,340,254
82ce37b3d30e9eda_jpg.rf.459a5998f07cbcdf7bd090a1acb20ac3.jpg,639,401,green_light,388,235,417,254
eDlfbpTS26rlRAwuSdGg_full_IMG-201804_jpg.rf.45c73a05d562e5727413a1cc3fefa346.jpg,1200,1600,truck,161,444,1168,1275
chrome_RW0LYT9GvB_png.rf.45fa81af7d2f3720ada344300860c1de.jpg,338,222,green_light,126,24,189,190
5e39073ea2137ef8_jpg.rf.45e3c6dc99d8dfaf2973b5d659f38ee7.jpg,1024,685,motorcycle,137,186,625,598
832800af0a48a691_jpg.rf.46207a4e00b97ab0cce2385b5a9fab7a.jpg,1024,683,bus,296,92,975,580
316c6a61815aa5c4_jpg.rf.467f2ddbf95903d6570c3df83256b593.jpg,1024,683,motorcycle,252,355,692,662
e41925854c9a68be_jpg.rf.46869c0421061cccd45117ccf2de6304.jpg,577,1024,bus,0,171,543,991
492744ee34cff1d5_jpg.rf.45c88f0d341620e8ec2fa127ed08ff15.jpg,640,440,red_light,506,387,515,416
chrome_91UQyG3JQa_png.rf.468459dce562712a4c93b0aa1e5f472a.jpg,627,369,yellow_light,326,242,353,304
chrome_XZzj320jvw_png.rf.46b70dc9d1c3ab25655e215dc0888ee0.jpg,218,272,red_light,86,71,122,177
4225058f52f0b93e_jpg.rf.46cb9d401252b77f6d3e98a662bb2779.jpg,1024,576,motorcycle,290,178,568,491
chrome_oxJzjTIXuz_png.rf.46d23e742b39ea95b36172b40c52e59b.jpg,254,389,yellow_light,106,58,220,333
d5855ceac41b02f7_jpg.rf.4696a122db06e57234ad5575eab38e5c.jpg,1024,768,van,530,457,693,533
d5855ceac41b02f7_jpg.rf.4696a122db06e57234ad5575eab38e5c.jpg,1024,768,van,369,452,484,503
d5855ceac41b02f7_jpg.rf.4696a122db06e57234ad5575eab38e5c.jpg,1024,768,car,1,474,161,529
8f026b2f8e55b8c4_jpg.rf.47529d940e7beebf81aa89bd01dfa6c5.jpg,1024,683,motorcycle,347,232,850,551
295a69d08ea8d196_jpg.rf.46edd365df49a99f196d1447a3adb8c1.jpg,1024,685,bus,156,131,852,557
295a69d08ea8d196_jpg.rf.46edd365df49a99f196d1447a3adb8c1.jpg,1024,685,bus,0,133,403,520
295a69d08ea8d196_jpg.rf.46edd365df49a99f196d1447a3adb8c1.jpg,1024,685,car,841,339,1024,408
2015-Mitsubishi-Fuso-Canter-7C15-4x2-1_jpg.rf.46fef9904b4f8e12bfcc06eef0955ac6.jpg,640,640,truck,106,85,512,552
88d0183aba385268_jpg.rf.475410bc00c69af902dffc5a14049a8b.jpg,1024,646,motorcycle,89,315,472,646
88d0183aba385268_jpg.rf.475410bc00c69af902dffc5a14049a8b.jpg,1024,646,motorcycle,560,353,1024,646
88d0183aba385268_jpg.rf.475410bc00c69af902dffc5a14049a8b.jpg,1024,646,motorcycle,885,342,1024,646
045_jpg.rf.4764025e9b452ff0da856e0535b29a3c.jpg,264,191,truck,75,22,264,165
chrome_AxxNE8JThg_png.rf.4798574dc18522ff0d402fb522a87e88.jpg,339,223,green_light,184,32,269,166
chrome_YzhGp6kkTa_png.rf.47921480325173319884a60e7e3a5c2e.jpg,520,783,bus,0,644,319,740
e5b4db103de2a290_jpg.rf.4758b788387845bad3877eca3a0f6adf.jpg,1024,814,van,166,131,911,689
chrome_p49WpXSVtp_png.rf.47ef96ab420af95e8481842718c2ccec.jpg,309,228,red_light,135,65,172,147
b0641d75a930db40_jpg.rf.47ceee6b134ff7b3910b8deb452a87a2.jpg,1024,576,bus,495,277,685,480
13fc8e432b961068_jpg.rf.486498e82b127badd911f24fcd67f2e5.jpg,1024,505,bus,33,26,943,417
be621aff1aff95c7_jpg.rf.4834b8f1d624524800a7700e4b183f29.jpg,494,348,green_light,93,119,144,262
chrome_Io0S8o9adq_png.rf.48cd7fc5952bf44c2ded4de5454e4120.jpg,359,234,red_light,269,78,307,169
chrome_Io0S8o9adq_png.rf.48cd7fc5952bf44c2ded4de5454e4120.jpg,359,234,green_light,233,74,269,166
0d8d563a6de63f80_jpg.rf.486746074ad3b02923f8b96492e40c18.jpg,768,1024,bus,77,120,671,890
images-2022-07-29T180456-576_jpeg.rf.48df091c293ebc125ffbd7495a1b80a9.jpg,259,194,truck,32,20,218,178
images-2022-07-29T180456-576_jpeg.rf.48df091c293ebc125ffbd7495a1b80a9.jpg,259,194,van,195,82,259,176
6d9f52845a782fde_jpg.rf.488f909c5ec06ae1a495f6260de7c447.jpg,765,1024,yellow_light,7,417,121,704
6d9f52845a782fde_jpg.rf.488f909c5ec06ae1a495f6260de7c447.jpg,765,1024,yellow_light,431,587,517,801
chrome_eGpKzC5ags_png.rf.490fe547bc7eebf7d2161101d452da59.jpg,358,234,truck,66,53,304,205
a7b83479bf113c28_jpg.rf.49174abd5b241f4455daa23ea83c2d93.jpg,639,359,green_light,105,28,159,198
chrome_8gZCgYxb5f_png.rf.48fe6771460add7c328304a447c59bcc.jpg,353,235,green_light,182,23,259,209
aug_1_Screenshot-2023-03-15-225726_png_jpg.rf.49628e64182e5fe23d05e197c49b759c.jpg,640,640,red_light,282,128,396,373
chrome_qGm9KJ5WpF_png.rf.49b887d895d0618581e356d4690fb1fc.jpg,187,263,yellow_light,66,85,101,180
e227631bebe89f3b_jpg.rf.49a858e8d11b3adfdb8f4978de407f6e.jpg,1024,683,van,284,160,1024,539
chrome_nxbPh2EIIY_png.rf.49d427d4cee159cb833794276dde3fa9.jpg,590,539,yellow_light,295,327,336,431
aug_1_Screenshot-2023-03-15-230158_png_jpg.rf.49ca07ea4e162ab9985b06e2ecbe70a3.jpg,640,640,green_light,326,53,425,349
chrome_eO2W8CxLPv_png.rf.49c57627974d06e9fb6f66b676c14525.jpg,517,355,yellow_light,198,40,322,308
-6D282D80-AF13-4D14-919D-C071DD61EDCE-png_jpg.rf.49f8e2d7d30ab38606b909992b54287b.jpg,640,640,car,148,241,428,557
-6D282D80-AF13-4D14-919D-C071DD61EDCE-png_jpg.rf.49f8e2d7d30ab38606b909992b54287b.jpg,640,640,car,377,152,496,289
e5d1a2a4cf8ead0f_jpg.rf.4a26c481e6e14715b5ca1dcb682e00b9.jpg,686,1024,motorcycle,50,433,534,1024
17b9216ef1c6569e_jpg.rf.4a4d801cc57feef0585cb4d1b6aba868.jpg,1024,716,motorcycle,377,466,568,591
chrome_ldJYlf1KYn_png.rf.493d59b1650e1d5f695bcac41e76ef3e.jpg,497,279,truck,290,0,497,193
chrome_3VDKRXIqRk_png.rf.4af97c067cb3a566a5af88220ebb2052.jpg,347,227,truck,34,63,338,216
youtube-42_jpg.rf.4a792aa40867d782c0806213ad5a9963.jpg,1080,1920,car,355,1224,708,1524
youtube-42_jpg.rf.4a792aa40867d782c0806213ad5a9963.jpg,1080,1920,car,682,752,854,883
youtube-42_jpg.rf.4a792aa40867d782c0806213ad5a9963.jpg,1080,1920,car,475,779,645,911
bd142e2d679c89f1_jpg.rf.4afa25918255d79ce936d7d50ea5eaa7.jpg,1024,768,bus,132,109,800,554
bd142e2d679c89f1_jpg.rf.4afa25918255d79ce936d7d50ea5eaa7.jpg,1024,768,car,760,317,857,363
chrome_ryyjkX7YTN_png.rf.4b70a78b04b415171ed0031465c2622e.jpg,369,243,red_light,293,37,321,88
50e76ba6145534c6_jpg.rf.4b687d0857da8d8eddadbdd0620f0180.jpg,683,1024,green_light,380,136,637,673
71d2dc0d94d8d3b2_jpg.rf.4ba7a72955f59acfc0dd00d95e0460e1.jpg,1024,683,motorcycle,72,18,827,683
531f9968a7edafba_jpg.rf.4bc26c2225dccd9fb1623629d25aabdd.jpg,1024,774,bus,420,482,853,709
3e14e5779081f40a_jpg.rf.4bd22ed3782f022f5dc2c3e2786f9b4a.jpg,640,416,yellow_light,155,208,178,279
1056046aa7ba8a40_jpg.rf.4bf53e5811290e9993f6331c892ff2b0.jpg,1024,686,motorcycle,243,250,770,584
01161eea482575dc_jpg.rf.4bebb71169be3d9082213876e9130e38.jpg,640,302,red_light,405,158,418,205
01161eea482575dc_jpg.rf.4bebb71169be3d9082213876e9130e38.jpg,640,302,red_light,593,241,603,270
chrome_6ZUrsAuKx3_png.rf.4bf5e0ccc80f617aa2c77dbc2bd11227.jpg,360,238,truck,37,113,351,177
chrome_81NrkfOb4k_png.rf.4d3dc3b8ec7337bb9114e3bc82d7d0b3.jpg,286,536,truck,8,218,104,319
b2f0a8ba366b1e4a_jpg.rf.4c8fa41ce682cd2bd118690abcf81ec3.jpg,1024,663,bus,93,89,854,647
71c4a93ad682c2f0_jpg.rf.4d1fd44cd9efa3e6e11473a1643eadda.jpg,640,432,green_light,353,316,368,357
dc2531d1d6ca4f3b_jpg.rf.4d8e07dacbb86ed00591caaa6b3707d6.jpg,1024,690,van,341,253,661,554
dc2531d1d6ca4f3b_jpg.rf.4d8e07dacbb86ed00591caaa6b3707d6.jpg,1024,690,van,319,330,475,480
chrome_owK5YcGv2F_png.rf.4db8f75e0a8fa357f3059bc89057dad9.jpg,406,269,truck,134,3,385,269
istockphoto-950322678-612x612_jpg.rf.4e3547ec79863d32a7dbc9f7736e16d6.jpg,416,416,red_light,277,27,308,164
c40d6c60ed7bfe42_jpg.rf.4e19ce5fc9625cb76c29b026680d7993.jpg,1024,768,bus,137,189,623,342
c40d6c60ed7bfe42_jpg.rf.4e19ce5fc9625cb76c29b026680d7993.jpg,1024,768,car,127,459,367,573
c40d6c60ed7bfe42_jpg.rf.4e19ce5fc9625cb76c29b026680d7993.jpg,1024,768,car,647,558,942,720
IMG_0840_JPG.rf.4df7f97b854533eefb0a1578f9d6bbdf.jpg,4000,3000,yellow_light,980,1080,1156,1486
images-22-_jpg.rf.4e91ca8d840a8944dc0b73b870a56584.jpg,416,416,red_light,74,59,273,374
images51_jpg.rf.4eb611a80a1787052650b55c1d325a52.jpg,275,183,truck,80,91,200,146
41609e3b7219f816_jpg.rf.4e63dd8b3a8b64ef94d55bcded51ea78.jpg,1024,685,bus,63,152,881,599
7ba37a9ef95be1be_jpg.rf.4e7259f999d8ce1a5d584785feb5d560.jpg,1024,550,bus,21,62,972,524
chrome_h8QG7UrLqq_png.rf.4eedd40cf55b1c90ad5e39e05480a720.jpg,373,250,truck,83,0,373,250
chrome_wC9Qa6IILw_png.rf.4ec360897fa6b6156fde1e18f5458d17.jpg,1163,759,truck,92,62,1100,733
chrome_81WkCqlhyW_jpg.rf.4f63f9fe7b80864ae79ed5229759ef29.jpg,1167,771,bus,230,89,891,556
0114b2254d431022_jpg.rf.4f6f058d0599ea5385277e0bd158c9f6.jpg,1024,683,van,0,12,692,484
chrome_3Vq0rounRA_png.rf.4fa9ad2d2f84ca7d81c8ba279578433a.jpg,385,256,red_light,317,33,380,138
chrome_3Vq0rounRA_png.rf.4fa9ad2d2f84ca7d81c8ba279578433a.jpg,385,256,red_light,106,22,121,58
chrome_3Vq0rounRA_png.rf.4fa9ad2d2f84ca7d81c8ba279578433a.jpg,385,256,red_light,37,44,51,76
chrome_z3IoedzoAi_jpg.rf.4f8f3a8512ef4dd52a2244d164b15b83.jpg,1399,780,bus,354,274,1031,510
chrome_cjzhCNgqKa_png.rf.4f7cd3f0fb3fbf3a5410507e8f143281.jpg,366,246,red_light,186,129,204,181
IMG_0901_JPG.rf.4f70336a38e9a6e51ce917823a6881b7.jpg,4000,3000,yellow_light,1485,1260,2165,2705
1f303178d57d6e2e_jpg.rf.4fba40d6f97fcc205023973ce5ccc19d.jpg,1024,647,bus,65,31,975,596
1f303178d57d6e2e_jpg.rf.4fba40d6f97fcc205023973ce5ccc19d.jpg,1024,647,van,929,316,1024,570
5e4b454daa228caa_jpg.rf.4fe9d5d22cee12c8e78a038d29d2f29f.jpg,1024,681,bus,124,59,652,554
5e4b454daa228caa_jpg.rf.4fe9d5d22cee12c8e78a038d29d2f29f.jpg,1024,681,car,1,355,42,467
5e4b454daa228caa_jpg.rf.4fe9d5d22cee12c8e78a038d29d2f29f.jpg,1024,681,car,915,391,1024,487
06d39397d8d59897_jpg.rf.4fb1a8f6332a8537180b52b94fc19f10.jpg,1024,575,van,782,337,1009,469
06d39397d8d59897_jpg.rf.4fb1a8f6332a8537180b52b94fc19f10.jpg,1024,575,car,618,362,743,439
06d39397d8d59897_jpg.rf.4fb1a8f6332a8537180b52b94fc19f10.jpg,1024,575,car,555,345,646,401
06d39397d8d59897_jpg.rf.4fb1a8f6332a8537180b52b94fc19f10.jpg,1024,575,truck,535,304,720,374
06d39397d8d59897_jpg.rf.4fb1a8f6332a8537180b52b94fc19f10.jpg,1024,575,truck,451,313,547,373
b09130b3b6e93a6e_jpg.rf.4ffd9cbe4e004b8d660ec8b9c0868798.jpg,1024,768,bus,0,38,544,530
eb6a7dabece49be3_jpg.rf.5014539426826faec3f6ec395ff5f0b4.jpg,1024,685,van,68,427,492,627
eb6a7dabece49be3_jpg.rf.5014539426826faec3f6ec395ff5f0b4.jpg,1024,685,van,723,465,940,600
chrome_7I5Ec59wrI_png.rf.511afaf5804b8ef8201356b8da89f33a.jpg,228,326,yellow_light,173,121,194,174
-3708560F-12C2-416F-A56A-5133226EAEC2-png_jpg.rf.50765e109f600536e75172e1467cea8d.jpg,640,640,car,39,96,591,523
6ab827f363cc19cf_jpg.rf.513ee6805b54c4db98cde299f8ff36a6.jpg,1024,695,motorcycle,400,110,736,362
chrome_Ml59HIvxe9_png.rf.5152fd2aafebc71dcd663c39abf7dba3.jpg,355,232,truck,9,88,293,219
chrome_zy7vZXEd52_png.rf.5150b47136334c9577d9fabd9818a057.jpg,365,240,bus,165,60,336,135
36d2eb6dd0a12b5c_jpg.rf.51f69b3bd8e95ca09858a43ddafd4ea6.jpg,639,442,red_light,88,298,102,335
36d2eb6dd0a12b5c_jpg.rf.51f69b3bd8e95ca09858a43ddafd4ea6.jpg,639,442,red_light,203,369,213,402
chrome_ekrW4CO11f_png.rf.5209f47be822d627d1f030cda07dccee.jpg,400,265,truck,27,117,336,254
1ad6f884bb919958_jpg.rf.51a8df61b9127333fb99a78fdd790b81.jpg,1024,683,bus,135,99,956,577
chrome_XpDPPaziIb_png.rf.5277bcc100665322c0cad3eebf4af2e8.jpg,589,378,yellow_light,149,42,282,378
5923ac9bcedf90a3_jpg.rf.51be5b859fbb5018e37bd3f4813e1568.jpg,1024,1024,bus,23,161,1024,1024
f12bbc1975a3a225_jpg.rf.516b2d6a8034810a9ce354c06da5686f.jpg,852,1024,red_light,796,583,852,744
3533c02f5f60b36d_jpg.rf.51bcf259331b2efb8b296734247740bb.jpg,1024,768,bus,33,257,972,647
cdf6d1cdd4ed6b61_jpg.rf.5216adbd1e3897dbf8a32d85f26772dd.jpg,1024,683,motorcycle,421,226,771,664
chrome_Bt5U2CS67o_png.rf.52b7132b246bd618eee3d07667fbd254.jpg,147,225,red_light,44,76,94,214
chrome_EyetBkoCUY_png.rf.52a83e6289c51b890920484378de6b08.jpg,1056,789,bus,0,139,540,735
decf753c72f80248_jpg.rf.534096cd42d810d74d8ccfa829516814.jpg,640,206,green_light,54,163,64,198
chrome_Jyr2j3s2rh_png_jpg.rf.531b9a3c85acde7f358775c023bf1c13.jpg,640,310,red_light,142,76,164,118
chrome_Jyr2j3s2rh_png_jpg.rf.531b9a3c85acde7f358775c023bf1c13.jpg,640,310,green_light,274,71,303,115
chrome_Jyr2j3s2rh_png_jpg.rf.531b9a3c85acde7f358775c023bf1c13.jpg,640,310,green_light,540,262,570,304
b15d6c0bdf90226d_jpg.rf.537e6757cedb38b9cab384ef08701404.jpg,416,416,car,23,105,407,368
-729648C9-4600-4460-9ABE-164182284D8B-png_jpg.rf.534b1f1cd6c081809508ae06d169f391.jpg,640,640,car,61,96,610,573
